id,name,condition_id,desc,cd,target_relation,show,effect_addition,aeffect_addition,citta_id,hate,script_type,param1,param2,param3,param4,param5,range_positive0,range_negative0,max_target_number0,buffid0_1,buffid0_2,buffid0_3,buffid0_4,buffid0_5,buffid0_6,buffid0_7,range_positive1,range_negative1,max_target_number1,buffid1_1,buffid1_2,buffid1_3,buffid1_4,buffid1_5,buffid1_6,buffid1_7,range_positive2,range_negative2,max_target_number2,buffid2_1,buffid2_2,buffid2_3,buffid2_4,buffid2_5,buffid2_6,buffid2_7,range_positive3,range_negative3,max_target_number3,buffid3_1,buffid3_2,buffid3_3,buffid3_4,buffid3_5,buffid3_6,buffid3_7,range_positive4,range_negative4,max_target_number4,buffid4_1,buffid4_2,buffid4_3,buffid4_4,buffid4_5,buffid4_6,buffid4_7,range_positive5,range_negative5,max_target_number5,buffid5_1,buffid5_2,buffid5_3,buffid5_4,buffid5_5,buffid5_6,buffid5_7,range_positive6,range_negative6,max_target_number6,buffid6_1,buffid6_2,buffid6_3,buffid6_4,buffid6_5,buffid6_6,buffid6_7,range_positive7,range_negative7,max_target_number7,buffid7_1,buffid7_2,buffid7_3,buffid7_4,buffid7_5,buffid7_6,buffid7_7,need_lv,level_up_cost
1216,烈焰突击,2,用力将枪插入地面，从前往按照顺序依次从地面出现3道烈焰对目标造成击飞效果；每道震波造成165%-185%+640点伤害。,12,2,assetbundle/tx_zy01_skill03(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-0.5,99,1216,50,99,-1,-1,-1,-1,3.5,-2,99,1216,50,-1,-1,-1,-1,-1,5,-3.5,99,1216,50,-1,-1,-1,-1,-1,6.5,-5,99,1216,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_61000|10900002_17
1217,烈焰突击,2,用力将枪插入地面，从前往按照顺序依次从地面出现3道烈焰对目标造成击飞效果；每道震波造成168%-188%+680点伤害。,12,2,assetbundle/tx_zy01_skill03(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-0.5,99,1217,50,99,-1,-1,-1,-1,3.5,-2,99,1217,50,-1,-1,-1,-1,-1,5,-3.5,99,1217,50,-1,-1,-1,-1,-1,6.5,-5,99,1217,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_69000|10900002_18
1218,烈焰突击,2,用力将枪插入地面，从前往按照顺序依次从地面出现3道烈焰对目标造成击飞效果；每道震波造成171%-191%+720点伤害。,12,2,assetbundle/tx_zy01_skill03(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-0.5,99,1218,50,99,-1,-1,-1,-1,3.5,-2,99,1218,50,-1,-1,-1,-1,-1,5,-3.5,99,1218,50,-1,-1,-1,-1,-1,6.5,-5,99,1218,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_77500|10900002_19
1219,烈焰突击,2,用力将枪插入地面，从前往按照顺序依次从地面出现3道烈焰对目标造成击飞效果；每道震波造成174%-194%+760点伤害。,12,2,assetbundle/tx_zy01_skill03(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-0.5,99,1219,50,99,-1,-1,-1,-1,3.5,-2,99,1219,50,-1,-1,-1,-1,-1,5,-3.5,99,1219,50,-1,-1,-1,-1,-1,6.5,-5,99,1219,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_90000|10900002_20
1220,烈焰突击,2,用力将枪插入地面，从前往按照顺序依次从地面出现3道烈焰对目标造成击飞效果；每道震波造成177%-197%+800点伤害。,12,2,assetbundle/tx_zy01_skill03(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-0.5,99,1220,50,99,-1,-1,-1,-1,3.5,-2,99,1220,50,-1,-1,-1,-1,-1,5,-3.5,99,1220,50,-1,-1,-1,-1,-1,6.5,-5,99,1220,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1
1301,绝杀冲阵,2,在敌兵中来回冲刺，造成115%-135%+50点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1301,50,99,-1,-1,-1,-1,4,-2,99,1301,50,-1,-1,-1,-1,-1,5,-3,99,1301,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1000|10900002_2
1302,绝杀冲阵,2,在敌兵中来回冲刺，造成118%-138%+100点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1302,50,99,-1,-1,-1,-1,4,-2,99,1302,50,-1,-1,-1,-1,-1,5,-3,99,1302,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1500|10900002_3
1303,绝杀冲阵,2,在敌兵中来回冲刺，造成121%-141%+150点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1303,50,99,-1,-1,-1,-1,4,-2,99,1303,50,-1,-1,-1,-1,-1,5,-3,99,1303,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_2500|10900002_4
1304,绝杀冲阵,2,在敌兵中来回冲刺，造成124%-144%+200点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1304,50,99,-1,-1,-1,-1,4,-2,99,1304,50,-1,-1,-1,-1,-1,5,-3,99,1304,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_4000|10900002_5
1305,绝杀冲阵,2,在敌兵中来回冲刺，造成127%-147%+250点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1305,50,99,-1,-1,-1,-1,4,-2,99,1305,50,-1,-1,-1,-1,-1,5,-3,99,1305,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_6000|10900002_6
1306,绝杀冲阵,2,在敌兵中来回冲刺，造成130%-150%+300点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1306,50,99,-1,-1,-1,-1,4,-2,99,1306,50,-1,-1,-1,-1,-1,5,-3,99,1306,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_8500|10900002_7
1307,绝杀冲阵,2,在敌兵中来回冲刺，造成133%-153%+350点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1307,50,99,-1,-1,-1,-1,4,-2,99,1307,50,-1,-1,-1,-1,-1,5,-3,99,1307,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_11500|10900002_8
1308,绝杀冲阵,2,在敌兵中来回冲刺，造成136%-156%+400点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1308,50,99,-1,-1,-1,-1,4,-2,99,1308,50,-1,-1,-1,-1,-1,5,-3,99,1308,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_15000|10900002_9
1309,绝杀冲阵,2,在敌兵中来回冲刺，造成139%-159%+450点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1309,50,99,-1,-1,-1,-1,4,-2,99,1309,50,-1,-1,-1,-1,-1,5,-3,99,1309,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_19000|10900002_10
1310,绝杀冲阵,2,在敌兵中来回冲刺，造成142%-162%+500点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1310,50,99,-1,-1,-1,-1,4,-2,99,1310,50,-1,-1,-1,-1,-1,5,-3,99,1310,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_23500|10900002_11
1311,绝杀冲阵,2,在敌兵中来回冲刺，造成145%-165%+550点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1311,50,99,-1,-1,-1,-1,4,-2,99,1311,50,-1,-1,-1,-1,-1,5,-3,99,1311,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_28500|10900002_12
1312,绝杀冲阵,2,在敌兵中来回冲刺，造成148%-168%+600点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1312,50,99,-1,-1,-1,-1,4,-2,99,1312,50,-1,-1,-1,-1,-1,5,-3,99,1312,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_34000|10900002_13
1313,绝杀冲阵,2,在敌兵中来回冲刺，造成151%-171%+650点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1313,50,99,-1,-1,-1,-1,4,-2,99,1313,50,-1,-1,-1,-1,-1,5,-3,99,1313,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_40000|10900002_14
1314,绝杀冲阵,2,在敌兵中来回冲刺，造成154%-174%+700点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1314,50,99,-1,-1,-1,-1,4,-2,99,1314,50,-1,-1,-1,-1,-1,5,-3,99,1314,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_46500|10900002_15
1315,绝杀冲阵,2,在敌兵中来回冲刺，造成157%-177%+750点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1315,50,99,-1,-1,-1,-1,4,-2,99,1315,50,-1,-1,-1,-1,-1,5,-3,99,1315,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_53500|10900002_16
1316,绝杀冲阵,2,在敌兵中来回冲刺，造成160%-180%+800点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1316,50,99,-1,-1,-1,-1,4,-2,99,1316,50,-1,-1,-1,-1,-1,5,-3,99,1316,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_61000|10900002_17
1317,绝杀冲阵,2,在敌兵中来回冲刺，造成163%-183%+850点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1317,50,99,-1,-1,-1,-1,4,-2,99,1317,50,-1,-1,-1,-1,-1,5,-3,99,1317,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_69000|10900002_18
1318,绝杀冲阵,2,在敌兵中来回冲刺，造成166%-186%+900点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1318,50,99,-1,-1,-1,-1,4,-2,99,1318,50,-1,-1,-1,-1,-1,5,-3,99,1318,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_77500|10900002_19
1319,绝杀冲阵,2,在敌兵中来回冲刺，造成169%-189%+950点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1319,50,99,-1,-1,-1,-1,4,-2,99,1319,50,-1,-1,-1,-1,-1,5,-3,99,1319,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_90000|10900002_20
1320,绝杀冲阵,2,在敌兵中来回冲刺，造成172%-192%+1000点伤害。,15,2,assetbundle/tx_zy01_skill04(matinee).matinee,0,0,-1,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,99,1320,50,99,-1,-1,-1,-1,4,-2,99,1320,50,-1,-1,-1,-1,-1,5,-3,99,1320,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1
##夏侯惇技能##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,第一个技能1,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2002,第一个技能2,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2003,第一个技能3,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2004,第一个技能4,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2005,第一个技能5,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2006,第一个技能6,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2007,第一个技能7,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2008,第一个技能8,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2009,第一个技能9,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2010,第一个技能10,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2011,第一个技能11,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2012,第一个技能12,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2013,第一个技能13,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
2014,第一个技能14,2,,5,2,assetbundle/tx_zy01_attack03(matinee).matinee,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
