note,id,stage,lv,critical,critical_defense,move_speed,attack_rate,hp_recovery,alert_range,up_exp
,60000009,0,40,0,0,2.4,1,0,5,3556000
,60000009,0,41,0,0,2.4,1,0,5,3801000
,60000009,0,42,0,0,2.4,1,0,5,4057000
,60000009,0,43,0,0,2.4,1,0,5,4324000
,60000009,0,44,0,0,2.4,1,0,5,4602000
,60000009,0,45,0,0,2.4,1,0,5,4892000
,60000009,0,46,0,0,2.4,1,0,5,5194000
,60000009,0,47,0,0,2.4,1,0,5,5508000
,60000009,0,48,0,0,2.4,1,0,5,5834000
,60000009,0,49,0,0,2.4,1,0,5,6173000
,60000009,0,50,0,0,2.4,1,0,5,6525000
,60000009,0,51,0,0,2.4,1,0,5,6890000
,60000009,0,52,0,0,2.4,1,0,5,7268000
,60000009,0,53,0,0,2.4,1,0,5,7660000
,60000009,0,54,0,0,2.4,1,0,5,8066000
,60000009,0,55,0,0,2.4,1,0,5,8486000
,60000009,0,56,0,0,2.4,1,0,5,8920000
,60000009,0,57,0,0,2.4,1,0,5,9369000
,60000009,0,58,0,0,2.4,1,0,5,9833000
,60000009,0,59,0,0,2.4,1,0,5,10312000
,60000009,0,60,0,0,2.4,1,0,5,99999999
,60000010,0,1,0,0,2.4,1,0,5,1000
,60000010,0,2,0,0,2.4,1,0,5,2000
,60000010,0,3,0,0,2.4,1,0,5,4000
,60000010,0,4,0,0,2.4,1,0,5,3000
,60000010,0,5,0,0,2.4,1,0,5,3500
,60000010,0,6,0,0,2.4,1,0,5,6000
,60000010,0,7,0,0,2.4,1,0,5,9000
,60000010,0,8,0,0,2.4,1,0,5,15000
,60000010,0,9,0,0,2.4,1,0,5,24000
,60000010,0,10,0,0,2.4,1,0,5,40000
,60000010,0,11,0,0,2.4,1,0,5,60000
,60000010,0,12,0,0,2.4,1,0,5,98000
,60000010,0,13,0,0,2.4,1,0,5,140000
,60000010,0,14,0,0,2.4,1,0,5,186000
,60000010,0,15,0,0,2.4,1,0,5,236000
,60000010,0,16,0,0,2.4,1,0,5,290000
,60000010,0,17,0,0,2.4,1,0,5,349000
,60000010,0,18,0,0,2.4,1,0,5,413000
,60000010,0,19,0,0,2.4,1,0,5,482000
,60000010,0,20,0,0,2.4,1,0,5,556000
,60000010,0,21,0,0,2.4,1,0,5,636000
,60000010,0,22,0,0,2.4,1,0,5,722000
,60000010,0,23,0,0,2.4,1,0,5,814000
,60000010,0,24,0,0,2.4,1,0,5,912000
,60000010,0,25,0,0,2.4,1,0,5,1017000
,60000010,0,26,0,0,2.4,1,0,5,1129000
,60000010,0,27,0,0,2.4,1,0,5,1248000
,60000010,0,28,0,0,2.4,1,0,5,1374000
,60000010,0,29,0,0,2.4,1,0,5,1508000
,60000010,0,30,0,0,2.4,1,0,5,1650000
,60000010,0,31,0,0,2.4,1,0,5,1800000
,60000010,0,32,0,0,2.4,1,0,5,1958000
,60000010,0,33,0,0,2.4,1,0,5,2125000
,60000010,0,34,0,0,2.4,1,0,5,2301000
,60000010,0,35,0,0,2.4,1,0,5,2486000
,60000010,0,36,0,0,2.4,1,0,5,2680000
,60000010,0,37,0,0,2.4,1,0,5,2884000
,60000010,0,38,0,0,2.4,1,0,5,3098000
,60000010,0,39,0,0,2.4,1,0,5,3322000
,60000010,0,40,0,0,2.4,1,0,5,3556000
,60000010,0,41,0,0,2.4,1,0,5,3801000
,60000010,0,42,0,0,2.4,1,0,5,4057000
,60000010,0,43,0,0,2.4,1,0,5,4324000
,60000010,0,44,0,0,2.4,1,0,5,4602000
,60000010,0,45,0,0,2.4,1,0,5,4892000
,60000010,0,46,0,0,2.4,1,0,5,5194000
,60000010,0,47,0,0,2.4,1,0,5,5508000
,60000010,0,48,0,0,2.4,1,0,5,5834000
,60000010,0,49,0,0,2.4,1,0,5,6173000
,60000010,0,50,0,0,2.4,1,0,5,6525000
,60000010,0,51,0,0,2.4,1,0,5,6890000
,60000010,0,52,0,0,2.4,1,0,5,7268000
,60000010,0,53,0,0,2.4,1,0,5,7660000
,60000010,0,54,0,0,2.4,1,0,5,8066000
,60000010,0,55,0,0,2.4,1,0,5,8486000
,60000010,0,56,0,0,2.4,1,0,5,8920000
,60000010,0,57,0,0,2.4,1,0,5,9369000
,60000010,0,58,0,0,2.4,1,0,5,9833000
,60000010,0,59,0,0,2.4,1,0,5,10312000
,60000010,0,60,0,0,2.4,1,0,5,99999999
,60000011,0,1,0,0,2.4,1,0,5,1000
,60000011,0,2,0,0,2.4,1,0,5,2000
,60000011,0,3,0,0,2.4,1,0,5,4000
,60000011,0,4,0,0,2.4,1,0,5,3000
,60000011,0,5,0,0,2.4,1,0,5,3500
,60000011,0,6,0,0,2.4,1,0,5,6000
,60000011,0,7,0,0,2.4,1,0,5,9000
,60000011,0,8,0,0,2.4,1,0,5,15000
,60000011,0,9,0,0,2.4,1,0,5,24000
,60000011,0,10,0,0,2.4,1,0,5,40000
,60000011,0,11,0,0,2.4,1,0,5,60000
,60000011,0,12,0,0,2.4,1,0,5,98000
,60000011,0,13,0,0,2.4,1,0,5,140000
,60000011,0,14,0,0,2.4,1,0,5,186000
,60000011,0,15,0,0,2.4,1,0,5,236000
,60000011,0,16,0,0,2.4,1,0,5,290000
,60000011,0,17,0,0,2.4,1,0,5,349000
,60000011,0,18,0,0,2.4,1,0,5,413000
,60000011,0,19,0,0,2.4,1,0,5,482000
,60000011,0,20,0,0,2.4,1,0,5,556000
,60000011,0,21,0,0,2.4,1,0,5,636000
,60000011,0,22,0,0,2.4,1,0,5,722000
,60000011,0,23,0,0,2.4,1,0,5,814000
,60000011,0,24,0,0,2.4,1,0,5,912000
,60000011,0,25,0,0,2.4,1,0,5,1017000
,60000011,0,26,0,0,2.4,1,0,5,1129000
,60000011,0,27,0,0,2.4,1,0,5,1248000
,60000011,0,28,0,0,2.4,1,0,5,1374000
,60000011,0,29,0,0,2.4,1,0,5,1508000
,60000011,0,30,0,0,2.4,1,0,5,1650000
,60000011,0,31,0,0,2.4,1,0,5,1800000
,60000011,0,32,0,0,2.4,1,0,5,1958000
,60000011,0,33,0,0,2.4,1,0,5,2125000
,60000011,0,34,0,0,2.4,1,0,5,2301000
,60000011,0,35,0,0,2.4,1,0,5,2486000
,60000011,0,36,0,0,2.4,1,0,5,2680000
,60000011,0,37,0,0,2.4,1,0,5,2884000
,60000011,0,38,0,0,2.4,1,0,5,3098000
,60000011,0,39,0,0,2.4,1,0,5,3322000
,60000011,0,40,0,0,2.4,1,0,5,3556000
,60000011,0,41,0,0,2.4,1,0,5,3801000
,60000011,0,42,0,0,2.4,1,0,5,4057000
,60000011,0,43,0,0,2.4,1,0,5,4324000
,60000011,0,44,0,0,2.4,1,0,5,4602000
,60000011,0,45,0,0,2.4,1,0,5,4892000
,60000011,0,46,0,0,2.4,1,0,5,5194000
,60000011,0,47,0,0,2.4,1,0,5,5508000
,60000011,0,48,0,0,2.4,1,0,5,5834000
,60000011,0,49,0,0,2.4,1,0,5,6173000
,60000011,0,50,0,0,2.4,1,0,5,6525000
,60000011,0,51,0,0,2.4,1,0,5,6890000
,60000011,0,52,0,0,2.4,1,0,5,7268000
,60000011,0,53,0,0,2.4,1,0,5,7660000
,60000011,0,54,0,0,2.4,1,0,5,8066000
,60000011,0,55,0,0,2.4,1,0,5,8486000
,60000011,0,56,0,0,2.4,1,0,5,8920000
,60000011,0,57,0,0,2.4,1,0,5,9369000
,60000011,0,58,0,0,2.4,1,0,5,9833000
,60000011,0,59,0,0,2.4,1,0,5,10312000
,60000011,0,60,0,0,2.4,1,0,5,99999999
,60000012,0,1,0,0,2.4,1,0,5,1000
,60000012,0,2,0,0,2.4,1,0,5,2000
,60000012,0,3,0,0,2.4,1,0,5,4000
,60000012,0,4,0,0,2.4,1,0,5,3000
,60000012,0,5,0,0,2.4,1,0,5,3500
,60000012,0,6,0,0,2.4,1,0,5,6000
,60000012,0,7,0,0,2.4,1,0,5,9000
,60000012,0,8,0,0,2.4,1,0,5,15000
,60000012,0,9,0,0,2.4,1,0,5,24000
,60000012,0,10,0,0,2.4,1,0,5,40000
,60000012,0,11,0,0,2.4,1,0,5,60000
,60000012,0,12,0,0,2.4,1,0,5,98000
,60000012,0,13,0,0,2.4,1,0,5,140000
,60000012,0,14,0,0,2.4,1,0,5,186000
,60000012,0,15,0,0,2.4,1,0,5,236000
,60000012,0,16,0,0,2.4,1,0,5,290000
,60000012,0,17,0,0,2.4,1,0,5,349000
,60000012,0,18,0,0,2.4,1,0,5,413000
,60000012,0,19,0,0,2.4,1,0,5,482000
,60000012,0,20,0,0,2.4,1,0,5,556000
,60000012,0,21,0,0,2.4,1,0,5,636000
,60000012,0,22,0,0,2.4,1,0,5,722000
,60000012,0,23,0,0,2.4,1,0,5,814000
,60000012,0,24,0,0,2.4,1,0,5,912000
,60000012,0,25,0,0,2.4,1,0,5,1017000
,60000012,0,26,0,0,2.4,1,0,5,1129000
,60000012,0,27,0,0,2.4,1,0,5,1248000
,60000012,0,28,0,0,2.4,1,0,5,1374000
,60000012,0,29,0,0,2.4,1,0,5,1508000
,60000012,0,30,0,0,2.4,1,0,5,1650000
,60000012,0,31,0,0,2.4,1,0,5,1800000
,60000012,0,32,0,0,2.4,1,0,5,1958000
,60000012,0,33,0,0,2.4,1,0,5,2125000
,60000012,0,34,0,0,2.4,1,0,5,2301000
,60000012,0,35,0,0,2.4,1,0,5,2486000
,60000012,0,36,0,0,2.4,1,0,5,2680000
,60000012,0,37,0,0,2.4,1,0,5,2884000
,60000012,0,38,0,0,2.4,1,0,5,3098000
,60000012,0,39,0,0,2.4,1,0,5,3322000
,60000012,0,40,0,0,2.4,1,0,5,3556000
,60000012,0,41,0,0,2.4,1,0,5,3801000
,60000012,0,42,0,0,2.4,1,0,5,4057000
,60000012,0,43,0,0,2.4,1,0,5,4324000
,60000012,0,44,0,0,2.4,1,0,5,4602000
,60000012,0,45,0,0,2.4,1,0,5,4892000
,60000012,0,46,0,0,2.4,1,0,5,5194000
,60000012,0,47,0,0,2.4,1,0,5,5508000
,60000012,0,48,0,0,2.4,1,0,5,5834000
,60000012,0,49,0,0,2.4,1,0,5,6173000
,60000012,0,50,0,0,2.4,1,0,5,6525000
,60000012,0,51,0,0,2.4,1,0,5,6890000
,60000012,0,52,0,0,2.4,1,0,5,7268000
,60000012,0,53,0,0,2.4,1,0,5,7660000
,60000012,0,54,0,0,2.4,1,0,5,8066000
,60000012,0,55,0,0,2.4,1,0,5,8486000
,60000012,0,56,0,0,2.4,1,0,5,8920000
,60000012,0,57,0,0,2.4,1,0,5,9369000
,60000012,0,58,0,0,2.4,1,0,5,9833000
,60000012,0,59,0,0,2.4,1,0,5,10312000
,60000012,0,60,0,0,2.4,1,0,5,99999999
,60000013,0,1,0,0,2.4,1,0,5,1000
,60000013,0,2,0,0,2.4,1,0,5,2000
,60000013,0,3,0,0,2.4,1,0,5,4000
,60000013,0,4,0,0,2.4,1,0,5,3000
,60000013,0,5,0,0,2.4,1,0,5,3500
,60000013,0,6,0,0,2.4,1,0,5,6000
,60000013,0,7,0,0,2.4,1,0,5,9000
,60000013,0,8,0,0,2.4,1,0,5,15000
,60000013,0,9,0,0,2.4,1,0,5,24000
,60000013,0,10,0,0,2.4,1,0,5,40000
,60000013,0,11,0,0,2.4,1,0,5,60000
,60000013,0,12,0,0,2.4,1,0,5,98000
,60000013,0,13,0,0,2.4,1,0,5,140000
,60000013,0,14,0,0,2.4,1,0,5,186000
,60000013,0,15,0,0,2.4,1,0,5,236000
,60000013,0,16,0,0,2.4,1,0,5,290000
,60000013,0,17,0,0,2.4,1,0,5,349000
,60000013,0,18,0,0,2.4,1,0,5,413000
,60000013,0,19,0,0,2.4,1,0,5,482000
,60000013,0,20,0,0,2.4,1,0,5,556000
,60000013,0,21,0,0,2.4,1,0,5,636000
,60000013,0,22,0,0,2.4,1,0,5,722000
,60000013,0,23,0,0,2.4,1,0,5,814000
,60000013,0,24,0,0,2.4,1,0,5,912000
,60000013,0,25,0,0,2.4,1,0,5,1017000
,60000013,0,26,0,0,2.4,1,0,5,1129000
,60000013,0,27,0,0,2.4,1,0,5,1248000
,60000013,0,28,0,0,2.4,1,0,5,1374000
,60000013,0,29,0,0,2.4,1,0,5,1508000
,60000013,0,30,0,0,2.4,1,0,5,1650000
,60000013,0,31,0,0,2.4,1,0,5,1800000
,60000013,0,32,0,0,2.4,1,0,5,1958000
,60000013,0,33,0,0,2.4,1,0,5,2125000
,60000013,0,34,0,0,2.4,1,0,5,2301000
,60000013,0,35,0,0,2.4,1,0,5,2486000
,60000013,0,36,0,0,2.4,1,0,5,2680000
,60000013,0,37,0,0,2.4,1,0,5,2884000
,60000013,0,38,0,0,2.4,1,0,5,3098000
,60000013,0,39,0,0,2.4,1,0,5,3322000
,60000013,0,40,0,0,2.4,1,0,5,3556000
,60000013,0,41,0,0,2.4,1,0,5,3801000
,60000013,0,42,0,0,2.4,1,0,5,4057000
,60000013,0,43,0,0,2.4,1,0,5,4324000
,60000013,0,44,0,0,2.4,1,0,5,4602000
,60000013,0,45,0,0,2.4,1,0,5,4892000
,60000013,0,46,0,0,2.4,1,0,5,5194000
,60000013,0,47,0,0,2.4,1,0,5,5508000
,60000013,0,48,0,0,2.4,1,0,5,5834000
,60000013,0,49,0,0,2.4,1,0,5,6173000
,60000013,0,50,0,0,2.4,1,0,5,6525000
,60000013,0,51,0,0,2.4,1,0,5,6890000
,60000013,0,52,0,0,2.4,1,0,5,7268000
,60000013,0,53,0,0,2.4,1,0,5,7660000
,60000013,0,54,0,0,2.4,1,0,5,8066000
,60000013,0,55,0,0,2.4,1,0,5,8486000
,60000013,0,56,0,0,2.4,1,0,5,8920000
,60000013,0,57,0,0,2.4,1,0,5,9369000
,60000013,0,58,0,0,2.4,1,0,5,9833000
,60000013,0,59,0,0,2.4,1,0,5,10312000
,60000013,0,60,0,0,2.4,1,0,5,99999999
,60000014,0,1,0,0,2.4,1,0,5,1000
,60000014,0,2,0,0,2.4,1,0,5,2000
,60000014,0,3,0,0,2.4,1,0,5,4000
,60000014,0,4,0,0,2.4,1,0,5,3000
,60000014,0,5,0,0,2.4,1,0,5,3500
,60000014,0,6,0,0,2.4,1,0,5,6000
,60000014,0,7,0,0,2.4,1,0,5,9000
,60000014,0,8,0,0,2.4,1,0,5,15000
,60000014,0,9,0,0,2.4,1,0,5,24000
,60000014,0,10,0,0,2.4,1,0,5,40000
,60000014,0,11,0,0,2.4,1,0,5,60000
,60000014,0,12,0,0,2.4,1,0,5,98000
,60000014,0,13,0,0,2.4,1,0,5,140000
,60000014,0,14,0,0,2.4,1,0,5,186000
,60000014,0,15,0,0,2.4,1,0,5,236000
,60000014,0,16,0,0,2.4,1,0,5,290000
,60000014,0,17,0,0,2.4,1,0,5,349000
,60000014,0,18,0,0,2.4,1,0,5,413000
,60000014,0,19,0,0,2.4,1,0,5,482000
,60000014,0,20,0,0,2.4,1,0,5,556000
,60000014,0,21,0,0,2.4,1,0,5,636000
,60000014,0,22,0,0,2.4,1,0,5,722000
,60000014,0,23,0,0,2.4,1,0,5,814000
,60000014,0,24,0,0,2.4,1,0,5,912000
,60000014,0,25,0,0,2.4,1,0,5,1017000
,60000014,0,26,0,0,2.4,1,0,5,1129000
,60000014,0,27,0,0,2.4,1,0,5,1248000
,60000014,0,28,0,0,2.4,1,0,5,1374000
,60000014,0,29,0,0,2.4,1,0,5,1508000
,60000014,0,30,0,0,2.4,1,0,5,1650000
,60000014,0,31,0,0,2.4,1,0,5,1800000
,60000014,0,32,0,0,2.4,1,0,5,1958000
,60000014,0,33,0,0,2.4,1,0,5,2125000
,60000014,0,34,0,0,2.4,1,0,5,2301000
,60000014,0,35,0,0,2.4,1,0,5,2486000
,60000014,0,36,0,0,2.4,1,0,5,2680000
,60000014,0,37,0,0,2.4,1,0,5,2884000
,60000014,0,38,0,0,2.4,1,0,5,3098000
,60000014,0,39,0,0,2.4,1,0,5,3322000
,60000014,0,40,0,0,2.4,1,0,5,3556000
,60000014,0,41,0,0,2.4,1,0,5,3801000
,60000014,0,42,0,0,2.4,1,0,5,4057000
,60000014,0,43,0,0,2.4,1,0,5,4324000
,60000014,0,44,0,0,2.4,1,0,5,4602000
,60000014,0,45,0,0,2.4,1,0,5,4892000
,60000014,0,46,0,0,2.4,1,0,5,5194000
,60000014,0,47,0,0,2.4,1,0,5,5508000
,60000014,0,48,0,0,2.4,1,0,5,5834000
,60000014,0,49,0,0,2.4,1,0,5,6173000
,60000014,0,50,0,0,2.4,1,0,5,6525000
,60000014,0,51,0,0,2.4,1,0,5,6890000
,60000014,0,52,0,0,2.4,1,0,5,7268000
,60000014,0,53,0,0,2.4,1,0,5,7660000
,60000014,0,54,0,0,2.4,1,0,5,8066000
,60000014,0,55,0,0,2.4,1,0,5,8486000
,60000014,0,56,0,0,2.4,1,0,5,8920000
,60000014,0,57,0,0,2.4,1,0,5,9369000
,60000014,0,58,0,0,2.4,1,0,5,9833000
,60000014,0,59,0,0,2.4,1,0,5,10312000
,60000014,0,60,0,0,2.4,1,0,5,99999999
,60000015,0,1,0,0,2.4,1,0,5,1000
,60000015,0,2,0,0,2.4,1,0,5,2000
,60000015,0,3,0,0,2.4,1,0,5,4000
,60000015,0,4,0,0,2.4,1,0,5,3000
,60000015,0,5,0,0,2.4,1,0,5,3500
,60000015,0,6,0,0,2.4,1,0,5,6000
,60000015,0,7,0,0,2.4,1,0,5,9000
,60000015,0,8,0,0,2.4,1,0,5,15000
,60000015,0,9,0,0,2.4,1,0,5,24000
,60000015,0,10,0,0,2.4,1,0,5,40000
,60000015,0,11,0,0,2.4,1,0,5,60000
,60000015,0,12,0,0,2.4,1,0,5,98000
,60000015,0,13,0,0,2.4,1,0,5,140000
,60000015,0,14,0,0,2.4,1,0,5,186000
,60000015,0,15,0,0,2.4,1,0,5,236000
,60000015,0,16,0,0,2.4,1,0,5,290000
,60000015,0,17,0,0,2.4,1,0,5,349000
,60000015,0,18,0,0,2.4,1,0,5,413000
,60000015,0,19,0,0,2.4,1,0,5,482000
,60000015,0,20,0,0,2.4,1,0,5,556000
,60000015,0,21,0,0,2.4,1,0,5,636000
,60000015,0,22,0,0,2.4,1,0,5,722000
,60000015,0,23,0,0,2.4,1,0,5,814000
,60000015,0,24,0,0,2.4,1,0,5,912000
,60000015,0,25,0,0,2.4,1,0,5,1017000
,60000015,0,26,0,0,2.4,1,0,5,1129000
,60000015,0,27,0,0,2.4,1,0,5,1248000
,60000015,0,28,0,0,2.4,1,0,5,1374000
,60000015,0,29,0,0,2.4,1,0,5,1508000
,60000015,0,30,0,0,2.4,1,0,5,1650000
,60000015,0,31,0,0,2.4,1,0,5,1800000
,60000015,0,32,0,0,2.4,1,0,5,1958000
,60000015,0,33,0,0,2.4,1,0,5,2125000
,60000015,0,34,0,0,2.4,1,0,5,2301000
,60000015,0,35,0,0,2.4,1,0,5,2486000
,60000015,0,36,0,0,2.4,1,0,5,2680000
,60000015,0,37,0,0,2.4,1,0,5,2884000
,60000015,0,38,0,0,2.4,1,0,5,3098000
,60000015,0,39,0,0,2.4,1,0,5,3322000
,60000015,0,40,0,0,2.4,1,0,5,3556000
,60000015,0,41,0,0,2.4,1,0,5,3801000
,60000015,0,42,0,0,2.4,1,0,5,4057000
,60000015,0,43,0,0,2.4,1,0,5,4324000
,60000015,0,44,0,0,2.4,1,0,5,4602000
,60000015,0,45,0,0,2.4,1,0,5,4892000
,60000015,0,46,0,0,2.4,1,0,5,5194000
,60000015,0,47,0,0,2.4,1,0,5,5508000
,60000015,0,48,0,0,2.4,1,0,5,5834000
,60000015,0,49,0,0,2.4,1,0,5,6173000
,60000015,0,50,0,0,2.4,1,0,5,6525000
,60000015,0,51,0,0,2.4,1,0,5,6890000
,60000015,0,52,0,0,2.4,1,0,5,7268000
,60000015,0,53,0,0,2.4,1,0,5,7660000
,60000015,0,54,0,0,2.4,1,0,5,8066000
,60000015,0,55,0,0,2.4,1,0,5,8486000
,60000015,0,56,0,0,2.4,1,0,5,8920000
,60000015,0,57,0,0,2.4,1,0,5,9369000
,60000015,0,58,0,0,2.4,1,0,5,9833000
,60000015,0,59,0,0,2.4,1,0,5,10312000
,60000015,0,60,0,0,2.4,1,0,5,99999999
,60000016,0,1,0,0,2.4,1,0,5,1000
,60000016,0,2,0,0,2.4,1,0,5,2000
,60000016,0,3,0,0,2.4,1,0,5,4000
,60000016,0,4,0,0,2.4,1,0,5,3000
,60000016,0,5,0,0,2.4,1,0,5,3500
,60000016,0,6,0,0,2.4,1,0,5,6000
,60000016,0,7,0,0,2.4,1,0,5,9000
,60000016,0,8,0,0,2.4,1,0,5,15000
,60000016,0,9,0,0,2.4,1,0,5,24000
,60000016,0,10,0,0,2.4,1,0,5,40000
,60000016,0,11,0,0,2.4,1,0,5,60000
,60000016,0,12,0,0,2.4,1,0,5,98000
,60000016,0,13,0,0,2.4,1,0,5,140000
,60000016,0,14,0,0,2.4,1,0,5,186000
,60000016,0,15,0,0,2.4,1,0,5,236000
,60000016,0,16,0,0,2.4,1,0,5,290000
,60000016,0,17,0,0,2.4,1,0,5,349000
,60000016,0,18,0,0,2.4,1,0,5,413000
,60000016,0,19,0,0,2.4,1,0,5,482000
,60000016,0,20,0,0,2.4,1,0,5,556000
,60000016,0,21,0,0,2.4,1,0,5,636000
,60000016,0,22,0,0,2.4,1,0,5,722000
,60000016,0,23,0,0,2.4,1,0,5,814000
,60000016,0,24,0,0,2.4,1,0,5,912000
,60000016,0,25,0,0,2.4,1,0,5,1017000
,60000016,0,26,0,0,2.4,1,0,5,1129000
,60000016,0,27,0,0,2.4,1,0,5,1248000
,60000016,0,28,0,0,2.4,1,0,5,1374000
,60000016,0,29,0,0,2.4,1,0,5,1508000
,60000016,0,30,0,0,2.4,1,0,5,1650000
,60000016,0,31,0,0,2.4,1,0,5,1800000
,60000016,0,32,0,0,2.4,1,0,5,1958000
,60000016,0,33,0,0,2.4,1,0,5,2125000
,60000016,0,34,0,0,2.4,1,0,5,2301000
,60000016,0,35,0,0,2.4,1,0,5,2486000
,60000016,0,36,0,0,2.4,1,0,5,2680000
,60000016,0,37,0,0,2.4,1,0,5,2884000
,60000016,0,38,0,0,2.4,1,0,5,3098000
,60000016,0,39,0,0,2.4,1,0,5,3322000
,60000016,0,40,0,0,2.4,1,0,5,3556000
,60000016,0,41,0,0,2.4,1,0,5,3801000
,60000016,0,42,0,0,2.4,1,0,5,4057000
,60000016,0,43,0,0,2.4,1,0,5,4324000
,60000016,0,44,0,0,2.4,1,0,5,4602000
,60000016,0,45,0,0,2.4,1,0,5,4892000
,60000016,0,46,0,0,2.4,1,0,5,5194000
,60000016,0,47,0,0,2.4,1,0,5,5508000
,60000016,0,48,0,0,2.4,1,0,5,5834000
,60000016,0,49,0,0,2.4,1,0,5,6173000
,60000016,0,50,0,0,2.4,1,0,5,6525000
,60000016,0,51,0,0,2.4,1,0,5,6890000
,60000016,0,52,0,0,2.4,1,0,5,7268000
,60000016,0,53,0,0,2.4,1,0,5,7660000
,60000016,0,54,0,0,2.4,1,0,5,8066000
,60000016,0,55,0,0,2.4,1,0,5,8486000
,60000016,0,56,0,0,2.4,1,0,5,8920000
,60000016,0,57,0,0,2.4,1,0,5,9369000
,60000016,0,58,0,0,2.4,1,0,5,9833000
,60000016,0,59,0,0,2.4,1,0,5,10312000
,60000016,0,60,0,0,2.4,1,0,5,99999999
