note,id,name,desc,target,break_rate,break_move,player_show,hero_show,npc_show,boss_show,logicobject_show,show,,is_loop,loop_time,is_spasmodic,deltatime,buff_type,mutex_id,mutex_lv,script_type,param1,param2,param3,param4,param5,param6,param7,param8,param9
,1102,云龙破天2,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,115,133,100,100,,,,,
,1103,云龙破天3,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,118,136,150,150,,,,,
,1104,云龙破天4,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,121,139,200,200,,,,,
,1105,云龙破天5,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,124,142,250,250,,,,,
,1106,云龙破天6,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,127,145,300,300,,,,,
,1107,云龙破天7,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,130,148,350,350,,,,,
,1108,云龙破天8,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,133,151,400,400,,,,,
,1109,云龙破天9,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,136,154,450,450,,,,,
,1110,云龙破天10,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,139,157,500,500,,,,,
,1111,云龙破天11,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,142,160,550,550,,,,,
,1112,云龙破天12,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,145,163,600,600,,,,,
,1113,云龙破天13,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,148,166,650,650,,,,,
,1114,云龙破天14,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,151,169,700,700,,,,,
,1115,云龙破天15,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,154,172,750,750,,,,,
,1116,云龙破天16,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,157,175,800,800,,,,,
,1117,云龙破天17,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,160,178,850,850,,,,,
,1118,云龙破天18,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,163,181,900,900,,,,,
,1119,云龙破天19,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,166,184,950,950,,,,,
,1120,云龙破天20,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,169,187,1000,1000,,,,,
,1201,烈焰突击1,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,120,140,40,40,,,,,
,1202,烈焰突击2,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,123,143,80,80,,,,,
,1203,烈焰突击3,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,126,146,120,120,,,,,
,1204,烈焰突击4,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,129,149,160,160,,,,,
,1205,烈焰突击5,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,132,152,200,200,,,,,
,1206,烈焰突击6,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,135,155,240,240,,,,,
,1207,烈焰突击7,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,138,158,280,280,,,,,
,1208,烈焰突击8,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,141,161,320,320,,,,,
,1209,烈焰突击9,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,144,164,360,360,,,,,
,1210,烈焰突击10,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,147,167,400,400,,,,,
,1211,烈焰突击11,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,150,170,440,440,,,,,
,1212,烈焰突击12,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,153,173,480,480,,,,,
,1213,烈焰突击13,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,156,176,520,520,,,,,
,1214,烈焰突击14,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,159,179,560,560,,,,,
,1215,烈焰突击15,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,162,182,600,600,,,,,
,1216,烈焰突击16,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,165,185,640,640,,,,,
,1217,烈焰突击17,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,168,188,680,680,,,,,
,1218,烈焰突击18,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,171,191,720,720,,,,,
,1219,烈焰突击19,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,174,194,760,760,,,,,
,1220,烈焰突击20,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,177,197,800,800,,,,,
,1301,绝杀冲阵1,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,115,135,50,50,,,,,
,1302,绝杀冲阵2,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,118,138,100,100,,,,,
,1303,绝杀冲阵3,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,121,141,150,150,,,,,
,1304,绝杀冲阵4,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,124,144,200,200,,,,,
,1305,绝杀冲阵5,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,127,147,250,250,,,,,
,1306,绝杀冲阵6,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,130,150,300,300,,,,,
,1307,绝杀冲阵7,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,133,153,350,350,,,,,
,1308,绝杀冲阵8,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,136,156,400,400,,,,,
,1309,绝杀冲阵9,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,139,159,450,450,,,,,
,1310,绝杀冲阵10,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,142,162,500,500,,,,,
,1311,绝杀冲阵11,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,145,165,550,550,,,,,
,1312,绝杀冲阵12,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,148,168,600,600,,,,,
,1313,绝杀冲阵13,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,151,171,650,650,,,,,
,1314,绝杀冲阵14,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,154,174,700,700,,,,,
,1315,绝杀冲阵15,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,157,177,750,750,,,,,
,1316,绝杀冲阵16,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,160,180,800,800,,,,,
,1317,绝杀冲阵17,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,163,183,850,850,,,,,
,1318,绝杀冲阵18,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,166,186,900,900,,,,,
,1319,绝杀冲阵19,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,169,189,950,950,,,,,
,1320,绝杀冲阵20,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_logic_hit01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,18,172,192,1000,1000,,,,,
##夏侯惇技能##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2001,第一个技能1,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/tx_hjl01_hurt01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,1,100,0,,,,,,,
,2002,第一个技能2,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/tx_hjl01_hurt01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,1,100,0,,,,,,,
,2003,第一个技能3,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/tx_hjl01_hurt01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,1,100,0,,,,,,,
,2004,第一个技能4,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/tx_hjl01_hurt01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,1,100,0,,,,,,,
,2005,第一个技能5,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/tx_hjl01_hurt01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,1,100,0,,,,,,,
,2006,第一个技能6,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/tx_hjl01_hurt01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,1,100,0,,,,,,,
,2007,第一个技能7,,2,0,TRUE,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,assetbundle/tx_hjl01_hurt01(matinee).matinee,assetbundle/pb_Monster_hit02(matinee).matinee,,FALSE,0,FALSE,0,2,-1,-1,1,100,0,,,,,,,
